Country,Year,Nuclear_TWh,Hydro_TWh,Solar_TWh,Wind_TWh
Denmark,2002,0.0,0.0318,0.0012805555555555,4.876938888888889
Denmark,2003,0.0,0.0212,0.0015194444444444,5.560783333333333
Denmark,2004,0.0,0.0265,0.0018388888888888,6.583111111111111
Denmark,2005,0.0,0.0225,0.0021611111111111,6.614
Denmark,2006,0.0,0.0234,0.0022138888888888,6.107958333333334
Denmark,2007,0.0,0.0282,0.0024944444444444,7.1712
Denmark,2008,0.0,0.0257999999999999,0.0026222222222222,6.9278
Denmark,2009,0.0,0.0189,0.00375,6.7205
Denmark,2010,0.0,0.0206416666666666,0.0061611111111111,7.809422222222222
Denmark,2011,0.0,0.0168694444444444,0.0151305555555555,9.774183333333331
Denmark,2012,0.0,0.0174749999999999,0.1038611111111111,10.269938888888888
Denmark,2013,0.0,0.0134194444444444,0.5175416666666667,11.123275
Denmark,2014,0.0,0.0151027777777777,0.5955166666666667,13.078502777777778
Denmark,2015,0.0,0.0180305555555555,0.6042611111111111,14.133091666666663
Denmark,2016,0.0,0.0192722222222222,0.7437805555555556,12.781730555555557
Denmark,2017,0.0,0.0178722222222222,0.7514861111111111,14.78
Denmark,2018,0.0,0.0148611111111111,0.9529729999999998,13.901955555555556
Denmark,2019,0.0,0.0169549999999999,0.9632694444444444,16.149833333333333
Denmark,2020,0.0,0.017064,1.180532,16.330214
Denmark,2021,0.0,0.016294,1.308929,16.054467000000002
Denmark,2022,0.0,0.014944,2.202567,19.027824000000003
Denmark,2023,0.0,0.0196849589261745,3.477122551287303,19.39485276795742
Eastern Africa,1990,0.0,21.34556821414709,0.0,0.0
Eastern Africa,1991,0.0,21.74255709963069,0.0,0.0
Eastern Africa,1992,0.0,19.632989649222218,0.0,0.0
Eastern Africa,1993,0.0,20.532532482471623,0.0,0.0
Eastern Africa,1994,0.0,20.672321384023185,0.0,0.0
Eastern Africa,1995,0.0,20.843297915791368,0.0,0.0
Eastern Africa,1996,0.0,20.717076811194243,0.0,0.0
Eastern Africa,1997,0.0,21.792417528,0.0,0.0
Eastern Africa,1998,0.0,27.86504585,0.0,0.0
Eastern Africa,1999,0.0,29.365874407000003,0.0,0.0
Eastern Africa,2000,0.0,30.85980531065657,7e-06,0.0001
Eastern Africa,2001,0.0,34.9634832040505,0.0001909999949932,0.0
Eastern Africa,2002,0.0,38.004413104,0.000375000002861,0.0003
Eastern Africa,2003,0.0,38.38524929936364,0.000391000002861,0.0004
Eastern Africa,2004,0.0,38.95759946582829,0.0007440000276565,0.0009010101010101
Eastern Africa,2005,0.0,40.268776534521606,0.0012800000553131,0.0013060606060606
Eastern Africa,2006,0.0,42.56540743622222,0.0049821616047175,0.0048414141414141
Eastern Africa,2007,0.0,46.393292536747474,0.0095787274577958,0.0111030303030303
Eastern Africa,2008,0.0,45.79406624748485,0.0185001729140578,0.0162063636363636
Eastern Africa,2009,0.0,48.02560661136364,0.0328439877890867,0.0268616161616161
Eastern Africa,2010,0.0,53.982714506969714,0.0968705517695047,0.038380707070707
Eastern Africa,2011,0.0,55.62252539975759,0.1774191142456746,0.0342481818181818
Eastern Africa,2012,0.0,57.748000115929294,0.246092096031408,0.1541620383838383
Eastern Africa,2013,0.0,61.47442044362626,0.3067620274646464,0.3148636252525252
Eastern Africa,2014,0.0,65.71678965850101,0.4019714352828283,0.4414620858585859
Eastern Africa,2015,0.0,65.00988343631313,0.4562945488686869,0.7778792757575755
Eastern Africa,2016,0.0,61.47284388531192,0.5231970139012122,0.890087395959596
Eastern Africa,2017,0.0,64.50877280757285,0.5947230627878781,0.7913611656563627
Eastern Africa,2018,0.0,68.39740116033452,0.656551079476184,0.8623209595959596
Eastern Africa,2019,0.0,68.49025410303874,1.0516992428989165,2.221954792929293
Eastern Africa,2020,0.0,73.49130474478058,1.1618671829296932,1.9778343888888883
Eastern Africa,2021,0.0,77.1443683590874,1.3503819805723865,2.6597179215757576
Eastern Africa,2022,0.0,79.58981832897064,1.6693740031150803,2.821260067050505
Eastern Africa,2023,0.0,82.13132099076408,1.9165184594142963,2.607320249545752
Ecuador,1990,0.0,4.986687700000001,0.0,0.0
Ecuador,1991,0.0,5.075921,0.0,0.0
Ecuador,1992,0.0,4.9735809,0.0,0.0
Ecuador,1993,0.0,5.8101371,0.0,0.0
Ecuador,1994,0.0,6.5652775000000005,0.0,0.0
Ecuador,1995,0.0,5.1605513,0.0,0.0
Ecuador,1996,0.0,6.3434151,0.0,0.0
Ecuador,1997,0.0,6.5341771,0.0,0.0
Ecuador,1998,0.0,6.5060954,0.0,0.0
Ecuador,1999,0.0,7.176725936940001,0.0,0.0
Ecuador,2000,0.0,7.611231425514999,0.0,0.0
Ecuador,2001,0.0,7.070652628787999,0.0,0.0
Ecuador,2002,0.0,7.524256030124,0.0,0.0
Ecuador,2003,0.0,7.180416910383,0.0,0.0
Ecuador,2004,0.0,7.411699139289,0.0,0.0
Ecuador,2005,0.0,6.882639372876,1.238993e-05,0.0
Ecuador,2006,0.0,7.129493192311,1.4875e-05,0.0
Ecuador,2007,0.0,9.037655280444,1.8162e-05,0.000962135
Ecuador,2008,0.0,11.293333006078,2.6687000000000004e-05,0.002682461
Ecuador,2009,0.0,9.225407228995,7.8786e-06,0.003204416666
Ecuador,2010,0.0,8.636400921231,0.0,0.00343485
Ecuador,2011,0.0,11.133088253311,5.812e-05,0.00334467
Ecuador,2012,0.0,12.237723413637,0.00032566,0.002398368
Ecuador,2013,0.0,11.038824572776,0.00366360668,0.056702974648
Ecuador,2014,0.0,11.457895633368,0.01648269559,0.0797424665379999
Ecuador,2015,0.0,13.096270011695,0.036057927187,0.098806316921
Ecuador,2016,0.0,15.833842014888,0.038754817694,0.083958750247
Ecuador,2017,0.0,20.088610000000003,0.03748,0.0734
Ecuador,2018,0.0,20.678001867655052,0.038079324065,0.080257771291
Ecuador,2019,0.0,24.641,0.038,0.08552693725
Ecuador,2020,0.0,24.33326,0.03776,0.0771
Ecuador,2021,0.0,25.57461,0.03687,0.06201
Ecuador,2022,0.0,24.63516,0.0385,0.0606
Ecuador,2023,0.0,25.34871,0.0383299999999999,0.20858
Egypt,1990,0.0,9.953,0.0,0.0
Egypt,1991,0.0,9.916,0.0,0.0
Egypt,1992,0.0,9.8,0.0,0.0
Egypt,1993,0.0,10.0925,0.0,0.0
Egypt,1994,0.0,10.728,0.0,0.0
Egypt,1995,0.0,11.192,0.0,0.0
Egypt,1996,0.0,11.484,0.0,0.0
Egypt,1997,0.0,11.771,0.0,0.0
Egypt,1998,0.0,12.1045,0.0,0.0
Egypt,1999,0.0,13.4405,0.0,0.012
Egypt,2000,0.0,14.178,0.0002,0.0805
Egypt,2001,0.0,14.4135,0.0009,0.179
Egypt,2002,0.0,13.9945,0.001,0.2125
Egypt,2003,0.0,12.939,0.001,0.286
Egypt,2004,0.0,12.8315,0.001,0.5040505050505051
Egypt,2005,0.0,12.644,0.001,0.5101111111111112
Egypt,2006,0.0,12.7845,0.001,0.6050606060606061
Egypt,2007,0.0,14.2175,0.0012,0.6624363636363636
Egypt,2008,0.0,15.096,0.0015,0.9298131313131311
Egypt,2009,0.0,13.7725,0.0022,1.0371939393939396
Egypt,2010,0.0,12.9545,0.0252,1.4091434343434344
Egypt,2011,0.0,12.99,0.2445689999999999,1.4948249393939397
Egypt,2012,0.0,13.0275,0.504201,1.3362030404040404
Egypt,2013,0.0,13.2365,0.0254369999999999,1.5765832020202022
Egypt,2014,0.0,13.587,0.139549,1.0281277676767675
Egypt,2015,0.0,13.6835,0.042,1.8945454545454548
Egypt,2016,0.0,13.1975,0.23361,2.3966930303030303
Egypt,2017,0.0,12.788,0.6025450000000001,2.109576212121212
Egypt,2018,0.0,12.9235,0.553053,2.987351040404041
Egypt,2019,0.0,14.0795,1.489,4.979686868686868
Egypt,2020,0.0,14.9035,4.45251,5.232338484848484
Egypt,2021,0.0,13.929912,4.9725,5.485075757575758
Egypt,2022,0.0,13.2871865,5.386780484074636,5.513219515925366
Egypt,2023,0.0,13.824719699999998,5.244259604601733,5.736881834604223
Estonia,1990,0.0,0.0,0.0,0.0
Estonia,1991,0.0,0.0,0.0,0.0
Estonia,1992,0.0,0.0,0.0,0.0
Estonia,1993,0.0,0.0,0.0,0.0
Estonia,1994,0.0,0.0,0.0,0.0
Estonia,1995,0.0,0.0,0.0,0.0
Estonia,1996,0.0,0.0,0.0,0.0
Estonia,1997,0.0,0.0,0.0,0.0
Estonia,1998,0.0,0.0,0.0,0.0
Estonia,1999,0.0,0.004,0.0,0.0
Estonia,2000,0.0,0.005,0.0,0.0
Estonia,2001,0.0,0.0074,0.0,0.0
Estonia,2002,0.0,0.0056,0.0,0.0014
Estonia,2003,0.0,0.0128,0.0,0.0060999999999999
Estonia,2004,0.0,0.0224,0.0,0.0076
Estonia,2005,0.0,0.0215,0.0,0.0538999999999999
Estonia,2006,0.0,0.0135,0.0,0.0762999999999999
Estonia,2007,0.0,0.022,0.0,0.091
Estonia,2008,0.0,0.028,0.0,0.133
Estonia,2009,0.0,0.032,0.0001,0.195
Estonia,2010,0.0,0.027,0.0001,0.277
Estonia,2011,0.0,0.03,0.0002,0.368
Estonia,2012,0.0,0.042,0.0003,0.434
Estonia,2013,0.0,0.026,0.0014,0.529
Estonia,2014,0.0,0.027,0.0031,0.604
Estonia,2015,0.0,0.027,0.0059,0.715
Estonia,2016,0.0,0.035,0.0097,0.594
Estonia,2017,0.0,0.026,0.0145,0.723
Estonia,2018,0.0,0.015,0.0308,0.636
Estonia,2019,0.0,0.019,0.0735,0.687
Estonia,2020,0.0,0.03,0.245,0.844
Estonia,2021,0.0,0.021,0.354,0.731
Estonia,2022,0.0,0.023,0.596,0.668
Estonia,2023,0.0,0.0265633802816901,0.7319015228187444,0.695782262996942
Finland,1990,19.216,10.859,0.000455,0.0
Finland,1991,19.511,13.197,0.00052,0.0
Finland,1992,19.26,15.107,0.000594,0.002
Finland,1993,19.928,13.476,0.000672,0.004
Finland,1994,19.427,11.787,0.000751,0.007
Finland,1995,19.216,12.925,0.000837,0.011
Finland,1996,19.476,11.86,0.000982,0.011
Finland,1997,20.894,12.242,0.001208,0.017
Finland,1998,21.853,15.051,0.001292,0.023
Finland,1999,22.974,12.78,0.001417,0.049
Finland,2000,22.479,14.66,0.001576,0.078
Finland,2001,22.773,13.205,0.001715,0.07
Finland,2002,22.295,10.776,0.001865,0.064
Finland,2003,22.731,9.591,0.002097,0.093
Finland,2004,22.716,15.069615,0.002361,0.1203439999999999
Finland,2005,23.271,13.784,0.0026309999999999,0.169942
Finland,2006,22.906,11.493691,0.003379,0.155641
Finland,2007,23.423,14.177206,0.003811,0.188408
Finland,2008,22.958,17.112132000000003,0.003944,0.26052
Finland,2009,23.526,12.68603,0.004317,0.276624
Finland,2010,22.8,12.921994000000002,0.004739,0.294317
Finland,2011,23.187,12.445039,0.0053,0.4813929999999999
Finland,2012,22.987,16.859128000000002,0.005749,0.494323
Finland,2013,23.606,12.838601,0.006452,0.773692
Finland,2014,23.58,13.397044,0.007752,1.107172
Finland,2015,23.245,16.768698,0.011311,2.327359
Finland,2016,23.203,15.799127,0.022066,3.068041
Finland,2017,22.477,14.771469,0.048513,4.795192
Finland,2018,22.793,13.301104,0.090225,5.838668
Finland,2019,23.87,12.420475,0.1471819999999999,6.024746
Finland,2020,23.291,15.883341,0.218471,8.255676
Finland,2021,23.598,15.791129000000002,0.297518,8.506734
Finland,2022,25.336,13.49176,0.3923419999999999,12.021954
Finland,2023,34.24544310487201,15.17279995806814,0.6652307926509187,15.036280642968345
France,1990,314.081,53.866,0.0,0.000271526
France,1991,331.34000000000003,57.602,0.0,0.000489604
France,1992,338.445,68.956,0.001488,0.000489604
France,1993,368.188,64.89500000000001,0.001683,0.00240218
France,1994,359.981,78.794,0.0018785,0.004704
France,1995,377.231,73.11900000000001,0.00204,0.0047142
France,1996,397.34,66.044,0.0026503,0.0074302
France,1997,395.483,63.764,0.0034068,0.0111284
France,1998,387.99,62.093,0.0040885,0.0194972
France,1999,394.244,72.514,0.0045475,0.03694443
France,2000,415.162,66.363,0.00522325,0.048
France,2001,421.076,74.268,0.0061605,0.131
France,2002,436.76,60.397000000000006,0.00710345,0.265
France,2003,441.07,58.943000000000005,0.0077673,0.388
France,2004,448.241,59.555,0.008447984,0.595
France,2005,451.529,51.48,0.01050076,0.962
France,2006,450.191,56.303,0.01190605,2.182
France,2007,439.73,57.604,0.018,4.07
France,2008,439.447,63.654,0.042,5.694
France,2009,409.736,56.994,0.174,7.912
France,2010,428.521,62.714,0.62,9.945
France,2011,442.387763,44.848555000000005,2.077841,12.313573
France,2012,425.406017,58.781255,4.016329,15.107985
France,2013,423.684671,70.84230199999999,4.734224,16.054344999999998
France,2014,436.479009,62.828737,5.913476,17.250189
France,2015,437.427808,54.556958,7.263164,21.350168
France,2016,403.195482,59.92342799999999,8.164943000000001,21.307966
France,2017,398.359129,48.964453,9.102626,24.54369
France,2018,412.941812,63.91576800000001,10.327941,28.530870000000004
France,2019,399.011587,56.027713,11.647888,34.615358
France,2020,353.832867,61.70379500000001,12.716188,39.930535000000006
France,2021,379.3612920000001,58.653072,14.880584,36.979102
France,2022,294.731038,44.270169,19.144035,37.902291
France,2023,338.202283,55.52242381210001,22.24763,52.3113165664
Germany,1990,152.5,17.335,0.001,0.071
Germany,1991,147.4,15.85,0.001,0.1
Germany,1992,158.8,18.635,0.002,0.275
Germany,1993,153.5,18.96,0.003,0.6
Germany,1994,151.2,20.195,0.004,0.909
Germany,1995,154.1,21.556,0.005,1.5
Germany,1996,161.613,18.818,0.006,2.032
Germany,1997,170.328,18.952,0.011,2.966
Germany,1998,161.6,19.001999999999995,0.015,4.489
Germany,1999,170.004,20.686,0.019,5.528
Germany,2000,169.606,24.9,0.0,9.5
Germany,2001,171.305,23.2,0.1,10.5
Germany,2002,164.842,23.700000000000003,0.2,15.8
Germany,2003,165.06,18.321197390000005,0.313,19.087
Germany,2004,167.065,20.74572218,0.557,26.019
Germany,2005,163.039,19.638,1.308,27.774
Germany,2006,167.356,20.031,2.265,31.324
Germany,2007,140.534,21.17,3.137,40.507
Germany,2008,148.777,20.443,4.508,41.385
Germany,2009,134.932,19.031,6.715,39.42
Germany,2010,140.556,20.953000000000003,11.963,38.547
Germany,2011,107.971227,17.671000000000003,19.991,49.857
Germany,2012,99.46,21.755,26.744,51.68
Germany,2013,97.29,22.998000000000005,30.621,52.737
Germany,2014,97.129,19.587000000000003,35.448,58.497
Germany,2015,91.786311,18.977,38.076,80.624
Germany,2016,84.63436709999999,20.546000000000003,37.556,79.924
Germany,2017,76.32440109999999,20.15,38.761,105.693
Germany,2018,76.004802,17.693000000000005,44.32,109.951
Germany,2019,75.071236,19.731,45.221,125.894
Germany,2020,64.382397,18.322000000000024,49.496,132.102
Germany,2021,69.13045100000001,19.65741634,49.34,114.647
Germany,2022,34.709262,17.624171380000003,60.304,124.816
Germany,2023,7.216,19.639000000000003,61.216,142.103
Greece,1990,0.0,1.769,0.0,0.002
Greece,1991,0.0,3.099,0.0,0.002
Greece,1992,0.0,2.2030000000000003,0.0,0.008
Greece,1993,0.0,2.282,0.0,0.047
Greece,1994,0.0,2.599,0.0,0.037
Greece,1995,0.0,3.529,0.0,0.034
Greece,1996,0.0,4.348000000000001,0.0,0.038
Greece,1997,0.0,3.882,0.0,0.036
Greece,1998,0.0,3.717,0.0,0.07
Greece,1999,0.0,4.592,0.0,0.162
Greece,2000,0.0,3.693,0.0,0.451
Greece,2001,0.0,2.097,0.0,0.756
Greece,2002,0.0,2.8,0.0,0.651
Greece,2003,0.0,4.766,0.0,1.021
Greece,2004,0.0,4.672078,0.000775,1.1207650000000002
Greece,2005,0.0,5.0174970000000005,0.000953,1.266452
Greece,2006,0.0,5.864849,0.0013859999999999,1.699353
Greece,2007,0.0,2.591422,0.00142,1.818
Greece,2008,0.0,3.312288,0.005236,2.242
Greece,2009,0.0,5.352558,0.05,2.543
Greece,2010,0.0,7.474753,0.157748,2.713937
Greece,2011,0.0,4.011165,0.610311,3.315227
Greece,2012,0.0,4.392525000000001,1.6939860000000002,3.850157
Greece,2013,0.0,6.346921,3.648101,4.139136000000001
Greece,2014,0.0,4.478322,3.791885,3.688575
Greece,2015,0.0,6.098194,3.899636,4.621019
Greece,2016,0.0,5.542638,3.929716,5.145896
Greece,2017,0.0,3.962547,3.991477,5.536987
Greece,2018,0.0,5.743448,3.790652,6.3002590000000005
Greece,2019,0.0,3.999598,4.42851,7.266347
Greece,2020,0.0,3.343687,4.446854,9.310104
Greece,2021,0.0,5.9034390000000005,5.250978,10.482981
Greece,2022,0.0,3.8551920000000006,7.139715000000001,10.88325
Greece,2023,0.0,3.9471162346425066,8.499509179913273,11.013724484592796
Hungary,1990,13.731,0.178,0.0,0.0
Hungary,1991,13.726,0.194,0.0,0.0
Hungary,1992,13.964,0.158,0.0,0.0
Hungary,1993,13.796,0.166,0.0,0.0
Hungary,1994,14.049,0.161,0.0,0.0
Hungary,1995,14.026,0.163,0.0,0.0
Hungary,1996,14.18,0.207,0.0,0.0
Hungary,1997,13.968,0.216,0.0,0.0
Hungary,1998,13.949,0.155,0.0,0.0
Hungary,1999,14.096,0.181,0.0,0.0
Hungary,2000,14.18,0.178,0.0,0.0
Hungary,2001,14.126,0.186,0.0,0.001
Hungary,2002,13.953,0.194,0.0,0.001
Hungary,2003,11.013,0.171,0.0,0.004
Hungary,2004,11.915,0.205,0.0,0.006
Hungary,2005,13.834,0.202,0.0,0.01
Hungary,2006,13.461,0.186,0.0,0.043
Hungary,2007,14.677,0.21,0.0,0.11
Hungary,2008,14.818,0.213,0.001,0.205
Hungary,2009,15.426,0.228,0.001,0.331
Hungary,2010,15.761,0.188,0.001,0.527
Hungary,2011,15.685026,0.222,0.001,0.626
Hungary,2012,15.793014,0.213,0.008,0.771181
Hungary,2013,15.369604,0.213,0.025,0.717905
Hungary,2014,15.648624,0.301,0.067,0.65654
Hungary,2015,15.834396000000002,0.234,0.141,0.6930000000000001
Hungary,2016,16.053915,0.259,0.244,0.684
Hungary,2017,16.097596,0.22,0.349,0.758
Hungary,2018,15.733,0.222,0.629,0.607
Hungary,2019,16.288,0.219,1.497,0.729
Hungary,2020,16.055,0.244,2.459,0.655
Hungary,2021,15.99,0.212,3.796,0.664
Hungary,2022,15.812,0.178,4.732,0.61
Hungary,2023,15.917827,0.221913,6.536622,0.6443329999999999
Iceland,1990,0.0,4.153699999999988,0.0,0.0
Iceland,1991,0.0,4.153699999999988,0.0,0.0
Iceland,1992,0.0,4.304298,0.0,0.0
Iceland,1993,0.0,4.460998000000001,0.0,0.0
Iceland,1994,0.0,4.509295,0.0,0.0
Iceland,1995,0.0,4.677187,0.0,0.0
Iceland,1996,0.0,4.762314000000001,0.0,0.0
Iceland,1997,0.0,5.2013050000000005,0.0,0.0
Iceland,1998,0.0,5.615576,0.0,0.0
Iceland,1999,0.0,6.041841000000001,0.0,0.0
Iceland,2000,0.0,6.350488,0.0,0.0
Iceland,2001,0.0,6.572595000000001,0.0,0.0
Iceland,2002,0.0,6.970682,0.0,0.0
Iceland,2003,0.0,7.08232734,0.0,0.0
Iceland,2004,0.0,7.131893196000001,0.0,0.0
Iceland,2005,0.0,7.015286054,0.0,0.0
Iceland,2006,0.0,7.288997082000001,0.0,0.0
Iceland,2007,0.0,8.39373524,0.0,0.0
Iceland,2008,0.0,12.427433354,0.0,0.0
Iceland,2009,0.0,12.27934265,0.0,0.0
Iceland,2010,0.0,12.592081934,0.0,0.0
Iceland,2011,0.0,12.506838824,0.0,7.936e-06
Iceland,2012,0.0,12.336529833,0.0,0.0
Iceland,2013,0.0,12.862843491,0.0,0.005484748
Iceland,2014,0.0,12.873014936000002,0.0,0.008385545
Iceland,2015,0.0,13.780769799000002,0.0,0.010894204
Iceland,2016,0.0,13.469596096000004,0.0,0.009209778
Iceland,2017,0.0,14.058722238000003,0.0,0.008126884
Iceland,2018,0.0,13.812796,0.0,0.004363
Iceland,2019,0.0,13.461465932,0.0,0.006569191
Iceland,2020,0.0,13.156972254000006,0.0,0.0066603
Iceland,2021,0.0,13.804,0.0,0.0060869999999999
Iceland,2022,0.0,14.195639659,1.907e-06,0.005724646
Iceland,2023,0.0,14.220852342,9.045e-06,0.007227569
India,1990,6.3948718,66.39706560000002,0.0,0.0303030303030303
India,1991,5.413765000000001,73.9188844,0.0,0.11291
India,1992,6.403710600000001,70.0607482,0.0,0.08847
India,1993,6.226934600000001,70.73249700000001,0.0,0.09477
India,1994,4.945308600000001,80.21211,0.0,0.19128
India,1995,7.614626200000001,75.92087260000001,0.001010101010101,0.49647
India,1996,8.401279400000002,69.0575444,0.006060606060606,0.87838
India,1997,10.0718126,70.2110078,0.006060606060606,0.988
India,1998,11.3711162,83.6327256,0.006060606060606,1.079
India,1999,12.727872,82.24945340000002,0.006060606060606,1.446
India,2000,15.768419200000002,76.99036740000001,0.007070707070707,1.582
India,2001,18.8885156,72.0229618,0.0111111111111111,2.085
India,2002,19.352552600000003,68.544894,0.0131313131313131,2.085
India,2003,18.141637000000003,69.296192,0.0161616161616161,2.60448
India,2004,21.256,100.636,0.0181818181818181,5.22543
India,2005,17.727,97.42,0.0181818181818181,5.9910000000000005
India,2006,17.63176,112.6173323150685,0.0072,9.3373
India,2007,17.83178,122.6130975,0.059,11.6828
India,2008,15.23073,115.16902,0.063,14.3782
India,2009,16.81618,106.3380275,0.075,16.271
India,2010,23.08211,108.7440975,0.113,19.4564
India,2011,32.22365,131.7045975,0.8270000000000001,23.9523
India,2012,33.13971,115.776375,2.099,27.4326
India,2013,33.30824,131.98301999999998,3.4330000000000003,30.0074
India,2014,34.68574,138.99629249999998,4.909,33.4549
India,2015,38.30752,133.28253673749998,6.5663800000000005,32.74138
India,2016,37.89756,128.38161390475,11.55598,43.45271
India,2017,37.41445,135.82331072575,21.544580000000003,52.62928
India,2018,39.0507,139.753029026,36.33131,60.31127999999999
India,2019,45.16288999999999,162.066249687,46.2677,63.31423
India,2020,44.61314,163.7037563593,58.68346744078202,60.42740262291599
India,2021,43.917950000000005,160.33796410002,68.30581098471515,68.09424332514801
India,2022,46.19467999999999,174.93547017414667,95.1580848330078,70.04516474906
India,2023,48.20443,149.16726016103777,113.40933554341684,82.10639144212
Indonesia,1990,0.0,6.492439999999999,0.0,0.0
Indonesia,1991,0.0,7.40917,0.0,0.0
Indonesia,1992,0.0,9.64548,0.0,0.0
Indonesia,1993,0.0,8.89108,0.0,0.0
Indonesia,1994,0.0,7.98294,0.0,0.0
Indonesia,1995,0.0,8.29314,0.0,0.0
Indonesia,1996,0.0,8.824370000000002,0.0,0.0
Indonesia,1997,0.0,5.86562,0.0,0.0
Indonesia,1998,0.0,10.3635,0.0,0.0
Indonesia,1999,0.0,10.37978,0.0,0.0
Indonesia,2000,0.0,10.016,0.0,0.0
Indonesia,2001,0.0,11.655,0.0,0.0
Indonesia,2002,0.0,9.933,0.0,0.0
Indonesia,2003,0.0,9.099,0.0,0.0
Indonesia,2004,0.0,9.674,0.0,0.0
Indonesia,2005,0.0,10.725,0.0,0.0
Indonesia,2006,0.0,9.623,0.0,0.0
Indonesia,2007,0.0,11.286,0.0,2e-05
Indonesia,2008,0.0,11.52825,0.0001,0.00027
Indonesia,2009,0.0,11.38385,0.0001,0.00367
Indonesia,2010,0.0,17.456220000000002,0.00052,0.0036399999999999
Indonesia,2011,0.0,12.4189,0.00077,0.00469
Indonesia,2012,0.0,12.79911,0.00301,0.00461
Indonesia,2013,0.0,16.92278,0.0055,0.0001
Indonesia,2014,0.0,15.16129,0.00681,0.0
Indonesia,2015,0.0,13.74053,0.00528,0.0037
Indonesia,2016,0.0,18.67689,0.02109,0.00569
Indonesia,2017,0.0,18.63239,0.02905,0.0
Indonesia,2018,0.0,21.636380000000003,0.09027,0.1899799999999999
Indonesia,2019,0.0,21.161,0.11828,0.484
Indonesia,2020,0.0,24.325,0.17097,0.475
Indonesia,2021,0.0,24.697,0.19262,0.437
Indonesia,2022,0.0,27.295,0.44373,0.356
Indonesia,2023,0.0,24.77507,0.71287,0.481
Iran,1990,0.0,7.381,0.0,0.0
Iran,1991,0.0,5.607,0.0,0.0
Iran,1992,0.0,9.204,0.0,0.0
Iran,1993,0.0,10.533,0.0,0.0
Iran,1994,0.0,6.896,0.0,0.0
Iran,1995,0.0,8.323,0.0,0.0
Iran,1996,0.0,8.814,0.0,0.0
Iran,1997,0.0,5.941,0.0,0.0
Iran,1998,0.0,7.488,0.0,0.0
Iran,1999,0.0,5.143,0.0,0.035
Iran,2000,0.0,3.781,0.0,0.0365
Iran,2001,0.0,4.122,0.0,0.0337
Iran,2002,0.0,8.012,0.0,0.0303
Iran,2003,0.0,9.588,0.0,0.0276
Iran,2004,0.0,11.933,0.0,0.0463
Iran,2005,0.0,14.448,0.0,0.0709
Iran,2006,0.0,18.509,0.0001,0.1253
Iran,2007,0.0,17.959,0.0001,0.1409
Iran,2008,0.0,7.438,0.0002,0.1958
Iran,2009,0.0,6.723,0.0003,0.2261999999999999
Iran,2010,0.0,10.252,0.0007,0.169
Iran,2011,0.1070819672131147,10.684,0.0007,0.212
Iran,2012,1.4517049180327868,12.502,0.0007,0.283
Iran,2013,4.255377049180328,14.624,0.0007,0.219
Iran,2014,4.069508196721311,14.504,0.0007,0.2
Iran,2015,3.495344262295081,13.252,0.0015,0.141
Iran,2016,6.474284153005465,15.422,0.005,0.156
Iran,2017,6.95760655737705,17.232,0.085805,0.318
Iran,2018,6.885377049180328,9.838,0.221816,0.75
Iran,2019,6.41063387978142,33.865,0.5104730000000001,0.722
Iran,2020,6.330295081967213,23.205,0.5838679999999999,1.126
Iran,2021,3.536579234972677,13.827000000000002,0.5838679999999999,1.1306507038835982
Iran,2022,6.566142076502732,14.004,0.6908413455593627,1.2465588031211816
Iran,2023,6.635147540983606,22.653,0.7621184849317112,1.3299907651195555
Iraq,1990,0.0,4.650264,0.0,0.0
Iraq,1991,0.0,2.1451840000000004,0.0,0.0
Iraq,1992,0.0,5.219066,0.0,0.0
Iraq,1993,0.0,6.161732,0.0,0.0
Iraq,1994,0.0,6.247761000000001,0.0,0.0
Iraq,1995,0.0,7.119707000000001,0.0,0.0
Iraq,1996,0.0,6.489375,0.0,0.0
Iraq,1997,0.0,6.608055,0.0,0.0
Iraq,1998,0.0,6.19756,0.0,0.0
Iraq,1999,0.0,3.55905,0.0,0.0
Iraq,2000,0.0,3.1965770000000004,0.0,0.0
Iraq,2001,0.0,3.701006,0.0,0.0
Iraq,2002,0.0,4.56004,0.0,0.0
Iraq,2003,0.0,4.7559,0.0,0.0
Iraq,2004,0.0,5.749923,0.0,0.0
Iraq,2005,0.0,4.893819000000001,0.0,0.0
Iraq,2006,0.0,4.990760000000001,0.0,0.0
Iraq,2007,0.0,4.5663100000000005,0.0,0.0
Iraq,2008,0.0,2.932036,0.0,0.0
Iraq,2009,0.0,2.83021,0.0,0.0
Iraq,2010,0.0,3.615072,0.0,0.0
Iraq,2011,0.0,3.399509,0.0,0.0
Iraq,2012,0.0,4.396909,0.0,0.0
Iraq,2013,0.0,4.608721,0.0463,0.0
Iraq,2014,0.0,2.835202,0.0573,0.0
Iraq,2015,0.0,2.5461370000000003,0.057305,0.0
Iraq,2016,0.0,3.371234,0.057305,0.0
Iraq,2017,0.0,2.176083,0.057305,0.0
Iraq,2018,0.0,1.817702,0.376545,0.0
Iraq,2019,0.0,4.963264000000001,0.376545,0.0
Iraq,2020,0.0,4.161627999999999,0.3775766301369863,0.0
Iraq,2021,0.0,3.345781,0.3765450000000001,0.0
Iraq,2022,0.0,2.650656,0.4222471388499298,0.0
Iraq,2023,0.0,3.3878062,0.4222471388499298,0.0
Ireland,1990,0.0,0.697,0.0,0.0
